step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
105.0,68,884.0,3.8434782608695652,7.166983093990681,8,97.0,0.3781566888232294,5,33.0,0.3582044900601964,6,31.0,0.3196118105262213,3,38.0,0.667389399928687,18,462.0,0.09256534700139026,0,0.0,0.9101820684300234,0,0.0,0.69919318374152,2,10.0,0.6917191836585621,0,3.0,0.8402267225634539,2,5.0,0.38612765280444916,9,183.0,0.2797855277760421,7,107.0,0.06486360935838188,0,4.0,0.9182292237374732,0,8.0,0.7547334435067854,2,13.0,0.5158572137291376,6,34.0,0.5722415219795535,68,1028.0
110.0,64,641.0,2.7393162393162394,6.688255676986052,4,88.0,0.49555675669834554,0,30.0,0.4750314855898747,2,33.0,0.47490373342467795,3,53.0,0.6101744025462954,14,453.0,0.28156241027836465,0,2.0,0.8638616271254365,0,4.0,0.450121088793393,7,29.0,0.26034382882985385,2,5.0,0.6463208703972846,4,20.0,0.5967032101202515,5,131.0,0.30333089929393847,7,148.0,0.40350728493180343,0,0.0,0.8450007595701992,3,14.0,0.5372803245747867,3,16.0,0.506517988902514,10,70.0,0.19273239348105717,64,1096.0
115.0,51,424.0,1.7593360995850622,7.436279702145243,1,29.0,0.5486605976989237,0,4.0,0.8147735731112905,3,21.0,0.6677130043619453,5,73.0,0.314751098380854,6,331.0,0.48483069133330575,0,4.0,0.891024913371726,0,4.0,0.8328673441219864,7,47.0,0.303604745622996,0,0.0,0.6491087628398375,4,40.0,0.6574631442535542,6,78.0,0.3375982546494078,1,116.0,0.6656853528640074,0,8.0,0.25517694112428074,0,11.0,0.5887070800970663,5,36.0,0.30251918298863173,13,129.0,8.412056825122914e-05,51,931.0
120.0,29,159.0,0.6625,7.312039872108429,2,33.0,0.4261812834322583,0,4.0,0.8861192316487541,3,34.0,0.5001210513019733,2,43.0,0.11706516091678863,4,319.0,0.39722550062727613,0,4.0,0.9010275724190873,0,4.0,0.9259884424546219,1,37.0,0.27278216687430235,1,5.0,0.7471269254611684,1,27.0,0.4476247875181664,2,67.0,0.30025549721095746,0,24.0,0.6725362794234456,2,18.0,0.7427647924435519,3,10.0,0.3090227357129061,1,36.0,0.37504657206452513,7,148.0,0.11083085269887058,29,813.0
125.0,38,193.0,0.7751004016064257,8.0777685236305,8,62.0,0.3780443591373563,0,0.0,0.7062785287140738,3,51.0,0.5288430255192416,1,11.0,0.3836213761903618,9,345.0,0.2753844881272321,1,5.0,0.40186131065232295,0,0.0,0.8895040899496554,1,16.0,0.3597939593813203,1,10.0,0.7721307758853825,2,10.0,0.5194866446851348,8,60.0,0.43716568251231236,4,33.0,0.43397927680086956,0,8.0,0.8763716841181997,0,12.0,0.1566497586536851,0,9.0,0.7435702087195387,0,87.0,0.6028270270463145,38,719.0
130.0,45,244.0,0.9682539682539683,7.460054820514213,6,65.0,0.40887210435383714,2,9.0,0.6489779923105493,3,70.0,0.6743115079987916,1,16.0,0.6914656268083009,10,307.0,0.1476518555480619,0,8.0,0.2150908920125976,0,4.0,0.7541626321598909,1,9.0,0.20301230637423973,1,15.0,0.8192789769219622,1,7.0,0.49849981797253384,6,64.0,0.46083580713353484,10,74.0,0.19289499212377254,1,7.0,0.506572930703221,0,4.0,0.49477429852688976,1,7.0,0.6647475064670745,2,91.0,0.566744273854392,45,757.0
135.0,42,187.0,0.7857142857142857,7.308541366640573,2,40.0,0.4432893484386997,0,4.0,0.79282794877018,0,31.0,0.5569222340165733,0,8.0,0.8289803156677173,8,213.0,0.3196911105311855,1,8.0,0.7511596804951007,0,4.0,0.8964593405268927,8,36.0,0.051504693078718265,1,1.0,0.7759069722431434,2,16.0,0.5651886675406249,1,39.0,0.372444242877982,7,85.0,0.3243673670959631,0,9.0,0.3368918853345747,1,8.0,0.6843407999717928,5,23.0,0.3304998850180812,6,117.0,0.3259398821747428,42,642.0
140.0,34,165.0,0.7021276595744681,7.673027033768848,5,28.0,0.5474254058740889,0,4.0,0.8877584702916818,1,9.0,0.323447304716001,0,4.0,0.8514963525964355,0,160.0,0.40756147999250963,1,11.0,0.8066542057832529,0,4.0,0.8906416121244968,8,76.0,0.36326726505744716,3,8.0,0.544849591985119,0,2.0,0.8076809639098407,3,23.0,0.3266831076622723,2,58.0,0.46668680852934613,2,14.0,0.6229878079228726,1,15.0,0.7975659545778048,1,29.0,0.39783975999674426,7,115.0,0.2307302001122518,34,560.0
145.0,30,102.0,0.4163265306122449,7.557329593984833,2,22.0,0.44320408671465844,1,6.0,0.6508230174121437,1,12.0,0.5069756790130227,2,8.0,0.6859397045215224,6,173.0,0.3174273832946507,0,0.0,0.6028798044066719,0,2.0,0.7939848587007008,2,71.0,0.47886455222130236,0,4.0,0.653364552625389,2,10.0,0.7239334941364668,7,45.0,0.3129931600165104,2,53.0,0.43961500983696083,0,9.0,0.6384639615987716,0,6.0,0.7490239875249407,0,6.0,0.7911087234245979,5,52.0,0.38666703227158955,30,479.0
150.0,53,213.0,0.8554216867469879,6.899368420987942,5,24.0,0.4728545629219731,6,28.0,0.2835066280093431,1,14.0,0.8107522537135822,2,14.0,0.7163165864558763,13,221.0,0.08771394827302921,5,18.0,0.14067583876649087,2,8.0,0.6061417991919441,0,24.0,0.5651365096206014,0,0.0,0.8976141388694366,1,3.0,0.572518174192186,4,51.0,0.4473763181016868,8,78.0,0.29701884050496286,1,10.0,0.6572445934666289,1,9.0,0.2140867102536288,2,8.0,0.607231939355094,2,60.0,0.45439979226477784,53,570.0
