step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
635.0,94,571.0,1.4566326530612246,4.780346619911132,14,489.0,0.2078395735768444,3,106.0,0.3202852658906004,13,297.0,0.26913962019831206,2,11.0,0.24343934990894953,13,177.0,0.11787926067041153,4,186.0,0.17747598169149523,9,120.0,0.31944148020058094,1,5.0,0.5313393740281929,2,14.0,0.6850455343508054,2,9.0,0.558373541066711,5,34.0,0.5488792841665353,14,232.0,0.14670033281757486,4,165.0,0.24208684097053745,1,11.0,0.6574273833004669,7,266.0,0.2539364975625641,0,90.0,0.5387873358440988,94,2212.0
640.0,112,565.0,1.3985148514851484,4.982458920847592,11,402.0,0.2362747227049494,4,119.0,0.46201567565509394,5,251.0,0.21402619825290417,7,38.0,0.4092497935060966,15,176.0,0.22844063597688233,7,209.0,0.32763616984024313,14,170.0,0.16658847565538745,6,26.0,0.35265298523913596,0,6.0,0.7512396099770119,0,3.0,0.6647854474085568,6,64.0,0.40844285819427745,15,263.0,0.045196838173145674,2,174.0,0.29766824781495715,7,33.0,0.45053146248431186,11,293.0,0.237213485202226,2,78.0,0.4401505797020825,112,2305.0
645.0,109,527.0,1.3175,4.7946068762517156,12,271.0,0.24811003039860133,11,157.0,0.3932905423214554,3,250.0,0.3406151736756574,1,44.0,0.5826918637337286,9,223.0,0.19830119400505217,9,201.0,0.29104989432109074,18,257.0,0.07692190657822202,1,30.0,0.15323820970496282,2,7.0,0.49409758065329434,0,0.0,0.8812087378919122,4,55.0,0.22818040268492104,12,252.0,0.29714248982013153,7,194.0,0.42180797477505727,2,37.0,0.4504680184928429,10,290.0,0.19840245390521488,8,110.0,0.2194899807808779,109,2378.0
650.0,114,658.0,1.6287128712871286,4.794607831949436,4,287.0,0.29913935785693574,16,228.0,0.2057382739939539,9,279.0,0.3149755089788572,1,16.0,0.5789828234846385,10,239.0,0.14276605622416666,8,167.0,0.32102824235928595,13,279.0,0.239155124339146,3,22.0,0.527056394295004,0,8.0,0.47385891813018394,1,5.0,0.619153339192609,3,28.0,0.4458577904346385,5,274.0,0.356262965901679,12,243.0,0.27257020642869106,6,28.0,0.4440521921082072,10,245.0,0.1456002264886613,13,171.0,0.2899970456106203,114,2519.0
655.0,128,825.0,2.0522388059701493,4.35289476109068,8,302.0,0.3228214916295733,17,262.0,0.16987411954528922,10,276.0,0.2075161564687076,0,8.0,0.546008682037923,16,287.0,0.13012364000723672,6,190.0,0.1620229049994936,5,216.0,0.1782367101783824,3,37.0,0.6847916903852848,3,13.0,0.47913148696231805,2,12.0,0.6820884770834913,1,14.0,0.6003994419493811,10,306.0,0.17251174504208688,19,322.0,0.08405363574962063,2,28.0,0.2681882644258714,13,188.0,0.13235719869659912,13,236.0,0.3901153592776444,128,2697.0
660.0,126,812.0,2.0505050505050506,4.163269984466664,8,278.0,0.230623456684424,12,246.0,0.2329380536846878,9,193.0,0.26147042330592907,2,7.0,0.5454646272343436,19,321.0,0.06458719661915562,10,209.0,0.1376235809405935,2,204.0,0.16053255205360192,1,22.0,0.49931819143485934,0,11.0,0.6752169481010447,0,7.0,0.7485230149536992,5,25.0,0.5578321881427271,11,305.0,0.0798102878186492,15,349.0,0.08057402930198716,6,31.0,0.1374010312097455,8,215.0,0.2338052428289046,18,312.0,0.2513539740198092,126,2735.0
665.0,113,764.0,1.891089108910891,5.021981138844856,11,201.0,0.23896792451065613,3,240.0,0.3705933971398542,5,198.0,0.19679439244963057,1,21.0,0.5048808217763383,15,300.0,0.23804221286737492,16,263.0,0.33869290815646996,7,232.0,0.12764702027113778,2,14.0,0.3347677540801936,0,4.0,0.895316044585896,2,7.0,0.4746580066678877,2,29.0,0.4356293118283031,9,260.0,0.14554646381778352,6,281.0,0.4310400153616715,2,47.0,0.6125948181978348,8,207.0,0.2598112871399204,24,417.0,0.12070710885376855,113,2721.0
670.0,112,711.0,1.7383863080684596,4.8345861023844545,9,139.0,0.3129164163831639,7,260.0,0.2920513050838934,8,200.0,0.17317566198706166,3,20.0,0.46339285707596706,12,244.0,0.29049848167860404,16,285.0,0.26632434360608725,7,214.0,0.3085242100905206,2,22.0,0.42199915962915585,0,0.0,0.6964264509211591,0,6.0,0.545312936061543,4,20.0,0.45067909966900976,8,284.0,0.28602949093044855,4,293.0,0.3340154759598102,1,29.0,0.7937520153331583,10,208.0,0.14421328395812988,21,456.0,0.054636917989471324,112,2680.0
675.0,105,590.0,1.4713216957605986,4.920339235880685,4,135.0,0.3260438632820615,6,239.0,0.19762469973763885,12,252.0,0.41596407285437614,8,50.0,0.481651512352738,7,212.0,0.27904671467298187,16,262.0,0.14166436831166204,1,115.0,0.6359127765289565,3,30.0,0.676613278532237,3,15.0,0.434109344076738,1,5.0,0.7264012297768144,1,17.0,0.41175282738595875,10,322.0,0.24969477892188693,8,320.0,0.2349197609994202,2,24.0,0.4151784579798869,12,180.0,0.12835253751930387,11,387.0,0.2543095485034582,105,2565.0
680.0,75,305.0,0.7439024390243902,4.78160740924875,7,120.0,0.32808785579089206,7,175.0,0.23234454970921603,6,225.0,0.45648938800934985,3,55.0,0.39285660427899555,4,190.0,0.32293801642803693,14,293.0,0.10955009611963912,1,96.0,0.44783193504398117,0,20.0,0.5772096876892288,0,12.0,0.7097565481190937,0,2.0,0.6539446842433739,3,17.0,0.5793122861126363,11,309.0,0.1485850285857825,9,298.0,0.09425460215508351,1,11.0,0.13965085013532044,4,191.0,0.24539495814677525,5,254.0,0.27608436386433716,75,2268.0
685.0,87,339.0,0.8071428571428572,5.401109931341715,13,162.0,0.25836096512246076,4,152.0,0.26302578648350605,1,126.0,0.29491561874678945,6,44.0,0.3564120132794527,7,195.0,0.4022633484715641,10,317.0,0.15513277598292188,7,117.0,0.23519788648207138,1,5.0,0.36866013822164445,0,4.0,0.9213934561634471,2,4.0,0.4151947235414657,5,39.0,0.6073107863417398,11,242.0,0.10819580953334063,8,233.0,0.40602638603192626,2,19.0,0.7036567347100051,8,177.0,0.25911416279189314,2,238.0,0.2837577835296195,87,2074.0
690.0,102,481.0,1.1452380952380952,5.084783641796569,18,242.0,0.18957120370628874,5,171.0,0.25934931189950877,3,136.0,0.15618995665742294,6,53.0,0.3788828794256165,13,243.0,0.36511329566689354,8,288.0,0.21173944097482722,7,115.0,0.14514842382371185,2,12.0,0.20122180677984963,1,1.0,0.6721539137589412,1,10.0,0.44334630719783324,3,36.0,0.5276882909952539,7,259.0,0.2801762130609718,4,240.0,0.3301600720006428,1,11.0,0.8366822674246122,15,221.0,0.14820715508735346,8,259.0,0.17361901756442907,102,2297.0
695.0,135,916.0,2.2287104622871046,5.030048250621892,23,351.0,0.16989883602017955,12,215.0,0.19618910946736634,10,177.0,0.2906202943599915,2,38.0,0.5033714519190124,19,322.0,0.27254665668110095,7,227.0,0.21765039155801877,1,71.0,0.5642992206288274,2,21.0,0.712255823684355,2,9.0,0.49217403420997924,3,11.0,0.6960970347585457,6,29.0,0.3823835423237511,8,276.0,0.3161956550434332,9,270.0,0.2151040612572615,2,13.0,0.36954962700092103,21,317.0,0.05033182800267683,8,243.0,0.2554949113556278,135,2590.0
700.0,146,1154.0,2.8284313725490198,4.657693203861388,20,399.0,0.20200676030511458,13,233.0,0.20827630621951876,10,161.0,0.44289885700690523,6,37.0,0.49787489781973354,25,438.0,0.16764367868692068,6,237.0,0.12535721216185333,2,56.0,0.47932163375364933,0,8.0,0.8844931812078873,0,6.0,0.5945343127708872,0,5.0,0.7121753241825493,7,46.0,0.24410626742504934,9,257.0,0.19031149449455995,16,340.0,0.057791702238895924,1,12.0,0.2223328303379291,28,446.0,0.049515576976623454,3,173.0,0.4217716786794002,146,2854.0
705.0,146,1367.0,3.383663366336634,4.669762927966926,13,360.0,0.21962390854429567,8,194.0,0.4009678539281855,5,98.0,0.21596095759072845,6,63.0,0.5297108774500935,27,568.0,0.027032439104196542,7,251.0,0.1764292485745978,9,80.0,0.16284469774924404,2,7.0,0.5355774349658851,0,4.0,0.8946601945423944,2,5.0,0.3620511444886669,6,56.0,0.28259997140805965,11,199.0,0.11290050718661089,16,345.0,0.3154265896543675,0,9.0,0.7140306604885462,31,600.0,0.13999448523656136,3,180.0,0.22834225890655205,146,3019.0
710.0,146,1587.0,3.880195599022005,4.349700622396049,8,368.0,0.24256013128146436,5,119.0,0.28744754067023554,4,113.0,0.12278686499843759,1,51.0,0.4274670402371683,29,709.0,0.030958504618627498,15,312.0,0.2244317395701395,14,140.0,0.030658239749040993,7,31.0,0.4360862433573049,0,2.0,0.7727219710168886,2,14.0,0.36324523239901824,4,63.0,0.25811036272567345,6,214.0,0.14802795946414912,8,264.0,0.28605545572879243,0,8.0,0.8493055626303126,34,762.0,0.1351291890052464,9,216.0,0.07614784875909993,146,3386.0
715.0,162,2077.0,5.115763546798029,4.490912933237489,8,399.0,0.26530529820847865,2,115.0,0.36809303734206694,10,142.0,0.19502290011659332,3,19.0,0.3862058107381687,31,859.0,0.1055147824242472,15,327.0,0.20277620566738258,15,221.0,0.26032332657886403,2,35.0,0.20298101766597207,3,11.0,0.6337842861509095,2,8.0,0.6415867829830637,8,76.0,0.4542266264428006,7,224.0,0.1896685001097666,7,268.0,0.19036157093493486,0,4.0,0.8273569942823104,35,932.0,0.06617728947034722,14,280.0,0.24629200125721923,162,3920.0
720.0,184,2618.0,6.611111111111111,3.9701228747003956,15,459.0,0.17648583553951755,6,119.0,0.28982243544684433,16,210.0,0.21428777716122915,3,16.0,0.4468892177297695,33,1018.0,0.14332270383606105,11,258.0,0.13314988873255001,9,230.0,0.49300902169802935,8,38.0,0.16115369691352613,1,9.0,0.4570018521714692,2,11.0,0.6536197092306634,7,84.0,0.445000591480409,13,276.0,0.2226752511520879,8,304.0,0.14902548292273088,2,8.0,0.1880238594548514,36,1114.0,0.011147447041841353,14,350.0,0.28874119562596634,184,4504.0
725.0,166,2421.0,6.0525,3.7506905249872955,21,548.0,0.16190402163778014,8,125.0,0.2332220838428705,12,236.0,0.24171949434429282,5,38.0,0.5035645389565727,29,1064.0,0.12599141924097562,4,286.0,0.20298297188509376,2,141.0,0.3047438655541127,3,55.0,0.5313417026128632,7,24.0,0.3619379931818679,2,18.0,0.5112639108112632,5,63.0,0.33686785232902633,20,362.0,0.19538634160969998,10,279.0,0.24162828724353663,0,14.0,0.5173829132738326,30,1175.0,0.11899250402134867,8,329.0,0.17472201239783786,166,4757.0
730.0,134,1724.0,4.25679012345679,4.887659661821293,21,565.0,0.18126682567738772,4,98.0,0.3274527527127447,6,191.0,0.32883731202626865,5,63.0,0.5238962692605466,23,977.0,0.07608383635750308,8,300.0,0.2694259563351692,1,142.0,0.15747661860403472,1,34.0,0.7512167840804413,2,35.0,0.5645542421540947,2,14.0,0.46309643211233276,7,58.0,0.3961184566686377,22,403.0,0.13571432211841555,4,209.0,0.408266144931702,0,8.0,0.8434074699805207,22,1098.0,0.28482061644313733,6,207.0,0.3471752871745235,134,4402.0
735.0,112,1146.0,2.801955990220049,5.283909783138741,17,472.0,0.17016496534435635,1,83.0,0.4764434120482337,3,184.0,0.26911728628399945,0,46.0,0.6011301779200184,19,792.0,0.11836230671036432,9,290.0,0.23457541360007297,7,174.0,0.1843821825601685,1,7.0,0.5413728358873601,2,15.0,0.6704196320449953,2,12.0,0.640221176305589,8,96.0,0.30759077609201907,19,361.0,0.08759132451095679,3,206.0,0.3937555094445025,1,10.0,0.6181507494231254,16,898.0,0.34356058573858916,4,219.0,0.3795272773911363,112,3865.0
740.0,98,597.0,1.4668304668304668,4.800137888975137,13,376.0,0.2394548319687649,8,100.0,0.46920470162551053,7,196.0,0.31551731138135347,0,4.0,0.4766607965233787,8,838.0,0.2064596164130852,8,221.0,0.2852942680473883,10,169.0,0.38251499047935067,4,21.0,0.21211649781004718,2,12.0,0.4089357530073935,0,8.0,0.6677292567109785,5,95.0,0.23530570403361972,8,419.0,0.2524448230002653,7,237.0,0.16703193297670857,1,12.0,0.3211900036079822,8,940.0,0.2593132708347473,9,232.0,0.17070250509981696,98,3880.0
745.0,102,498.0,1.2357320099255582,5.0921138266973855,8,282.0,0.3481547935899404,13,153.0,0.3010853864223662,14,256.0,0.2639157733380013,0,4.0,0.8557290861757019,9,845.0,0.32479425173494325,4,236.0,0.306639206243353,4,108.0,0.3716842610050563,3,30.0,0.404340549448587,7,32.0,0.32170597672524825,1,5.0,0.5421977162378764,1,38.0,0.4496638903446874,8,429.0,0.3116286625545025,8,223.0,0.2554174778573238,6,28.0,0.3901632831382801,7,970.0,0.21071558827701625,9,201.0,0.2381267577623066,102,3840.0
750.0,101,643.0,1.5915841584158417,5.320576336419554,4,249.0,0.3718610540431518,19,233.0,0.13508313897858562,17,337.0,0.24088421218643297,0,4.0,0.9192198215575119,8,784.0,0.3920731013443821,9,267.0,0.20818582450796777,3,80.0,0.2874768107257034,0,15.0,0.7424815985952111,2,41.0,0.36450009385169385,0,10.0,0.4514090876220047,1,14.0,0.5254023030276179,14,478.0,0.22221153027402196,5,156.0,0.3709723614293787,1,34.0,0.661216205329615,14,1028.0,0.2045829031990084,4,120.0,0.433530612993771,101,3850.0
755.0,124,833.0,2.016949152542373,4.857010010056883,7,226.0,0.3565516501804111,25,348.0,0.09888544304759868,14,339.0,0.1186773271724086,0,4.0,0.6228949351754623,7,614.0,0.24990552740205504,10,254.0,0.2325726052373688,8,96.0,0.2935275263432055,2,11.0,0.608090355517622,2,14.0,0.4707223912718465,2,12.0,0.7160671449149482,4,12.0,0.5299139960429881,21,570.0,0.1482991181577099,2,79.0,0.297412279406054,2,15.0,0.5832128778580489,17,997.0,0.09605299337227227,1,70.0,0.47950399776524844,124,3661.0
760.0,139,984.0,2.354066985645933,4.682718907415835,7,195.0,0.2398047774119785,28,487.0,0.13660094334650288,9,260.0,0.1467599880798863,0,8.0,0.6423172203004959,4,585.0,0.1187408765933909,11,202.0,0.2698458268296915,14,157.0,0.3418465706226073,3,26.0,0.5101837000722795,1,16.0,0.5103340090976022,0,5.0,0.8057085715107594,6,38.0,0.5562760511162367,23,597.0,0.1401953928733896,3,81.0,0.28368530912645873,3,26.0,0.3767249609058634,20,871.0,0.11993065601056606,7,93.0,0.4644015556366345,139,3647.0
765.0,130,991.0,2.428921568627451,4.356729696261102,8,135.0,0.2505643648821518,23,534.0,0.16100641385740871,4,284.0,0.32717406908220037,1,13.0,0.7960252336611823,9,619.0,0.1571109500248362,6,205.0,0.25941151593700557,14,229.0,0.1578614433021438,0,9.0,0.3241906088208656,1,7.0,0.6437829738610968,2,8.0,0.4568049557310039,8,71.0,0.3676748704744307,20,548.0,0.11144135591651091,7,94.0,0.4544826389671732,7,42.0,0.3412200725906447,12,828.0,0.20393950239444367,8,100.0,0.2751606075734058,130,3726.0
770.0,126,899.0,2.208845208845209,4.489196416357409,2,128.0,0.32308752278967023,18,496.0,0.15401065935752042,9,315.0,0.375687793454389,1,9.0,0.5546752464184833,16,683.0,0.21005570063631382,7,226.0,0.22161122167334482,14,238.0,0.07534099771302658,0,6.0,0.46994500496122343,1,12.0,0.8037955049001707,0,7.0,0.3835483366764337,5,82.0,0.2564794346997944,12,620.0,0.12490364038085244,10,141.0,0.4591564804604145,12,91.0,0.29132410350439225,11,859.0,0.25143312117773475,8,93.0,0.16097929351288917,126,4006.0
775.0,124,783.0,1.905109489051095,4.67248840270978,7,134.0,0.3399874506923619,16,424.0,0.22197244613188755,9,285.0,0.18948770717547855,6,29.0,0.3801331291174553,16,649.0,0.21687567730656326,14,289.0,0.136873620429648,6,192.0,0.22954537590438742,1,10.0,0.8034124196583301,0,2.0,0.8795200016312327,3,14.0,0.5339512647073972,3,70.0,0.445123121296288,12,660.0,0.10779206375829226,8,138.0,0.21887079392615133,13,158.0,0.1502242264874096,7,790.0,0.19312248792848827,3,102.0,0.35204946917463364,124,3946.0
780.0,115,667.0,1.6348039215686274,4.811754608811089,13,181.0,0.20476882592532644,9,366.0,0.29516984520940315,13,214.0,0.11956545298130668,0,31.0,0.6105144104413055,12,499.0,0.1309658322253484,20,374.0,0.2871005502746201,2,204.0,0.21834543276426338,1,15.0,0.8195370064389706,2,6.0,0.7783077788452748,0,9.0,0.6684847593780844,5,77.0,0.5080565442524311,10,629.0,0.09829523080218555,5,106.0,0.22938386434613614,8,172.0,0.3369349820464297,7,606.0,0.13089274638465384,8,101.0,0.4302854384211018,115,3590.0
785.0,116,747.0,1.8308823529411764,4.697842034389435,19,263.0,0.2158196700974178,4,342.0,0.37804321315949574,7,259.0,0.1385456040867417,2,8.0,0.7233784082805954,18,316.0,0.15815923979196142,24,485.0,0.28298573513625064,8,231.0,0.04812631528474876,0,2.0,0.3481522899540752,1,2.0,0.5791549672017458,0,2.0,0.8264907649662667,10,114.0,0.42404711092117847,5,505.0,0.13921564772580813,1,86.0,0.3904323696898434,2,119.0,0.4798641969089983,2,575.0,0.24148502469188507,13,144.0,0.29448062080181153,116,3453.0
790.0,145,1118.0,2.655581947743468,4.807504050639165,21,366.0,0.19304945027190049,5,323.0,0.3634330036340186,9,276.0,0.3001262264170194,4,21.0,0.25976865181238784,7,357.0,0.28568258005410807,31,620.0,0.17192858841075695,9,223.0,0.30886605274180085,5,17.0,0.11885101965988375,6,25.0,0.28707505412205786,1,3.0,0.6602229584526386,14,175.0,0.3122711609219533,6,460.0,0.28716243232247163,6,83.0,0.5050618777237311,2,82.0,0.47438475720626405,8,585.0,0.29112076158573474,11,162.0,0.0406062969271407,145,3778.0
795.0,151,1462.0,3.52289156626506,4.576693851902543,24,483.0,0.16224130290142647,8,298.0,0.1772829707211728,10,268.0,0.3515380443377799,2,26.0,0.4821133191318155,6,360.0,0.31654155576545967,34,786.0,0.06915652886894219,0,140.0,0.5727151020530316,0,23.0,0.5836977873643069,7,52.0,0.24871296577190152,3,16.0,0.42093777026502344,15,246.0,0.19067127780468238,7,487.0,0.32307169127581337,12,131.0,0.2618882707748677,7,101.0,0.22033190241681058,9,509.0,0.2616778964327503,7,128.0,0.16274728715411346,151,4054.0
800.0,163,1751.0,4.178997613365155,4.419957813925229,26,607.0,0.15808154104633884,8,237.0,0.23178156497483113,10,208.0,0.14197771454290312,2,23.0,0.7191238409317877,14,402.0,0.17263177768564558,30,840.0,0.04112247644813724,4,149.0,0.23117535876703063,0,8.0,0.9178312564859022,2,41.0,0.5309305648279067,0,9.0,0.7263369608436062,17,328.0,0.21451331108921473,11,531.0,0.15125526228025662,12,144.0,0.10254090058923053,13,164.0,0.09914017183527997,10,334.0,0.20138594808250831,4,129.0,0.48283938636790563,163,4154.0
805.0,143,1492.0,3.569377990430622,4.52239923250298,21,635.0,0.19226889003424374,4,222.0,0.31178933133155734,9,233.0,0.10725325254619109,0,6.0,0.8477692125409124,15,389.0,0.10391057923986224,21,782.0,0.1643834490396721,9,190.0,0.33684015602834866,1,10.0,0.5262077208450014,5,38.0,0.5878023474854706,0,4.0,0.8780346851700412,12,330.0,0.27836883037336707,17,613.0,0.0663245231526962,6,119.0,0.15909060506267253,7,162.0,0.4699189338613961,8,274.0,0.13874200064719508,8,150.0,0.3820441408045168,143,4157.0
810.0,123,991.0,2.4053398058252426,4.707835880286001,15,539.0,0.20237521554396687,8,217.0,0.4417443096792562,9,261.0,0.15193938691868736,3,6.0,0.2823237395467527,15,465.0,0.16883974432237733,15,809.0,0.254918068626048,3,161.0,0.5226268589403118,6,32.0,0.3368072735702291,1,32.0,0.33296529634056365,0,0.0,0.7244650715137947,5,246.0,0.2690756952358128,17,599.0,0.30522900083070004,6,91.0,0.3064748939123663,0,80.0,0.5989261648977329,6,289.0,0.15351057538139162,14,208.0,0.16381199275800695,123,4035.0
815.0,113,649.0,1.5489260143198091,4.90758469755604,8,511.0,0.26336832201315197,5,185.0,0.37147251396685843,11,256.0,0.04583917268989616,3,16.0,0.25936908967839056,18,541.0,0.2397754474586695,10,859.0,0.24700187543721996,0,44.0,0.5541770954488996,0,32.0,0.5594952386631856,8,37.0,0.3355345891734303,2,9.0,0.6469766308153461,2,202.0,0.28727106723382073,10,425.0,0.2987906768133625,2,84.0,0.534994842016102,1,55.0,0.3042341284204888,12,312.0,0.17378912527121468,21,299.0,0.0003915136715357114,113,3867.0
820.0,123,766.0,1.8023529411764705,5.15773120698436,8,544.0,0.24601264679230106,4,116.0,0.2933333386765639,6,174.0,0.33220662131089124,1,13.0,0.7593895851138484,19,636.0,0.16065702778949859,9,809.0,0.21794716790236754,2,11.0,0.3739568394788799,1,11.0,0.8076173941399503,8,79.0,0.4813991906808515,3,7.0,0.42458072715166484,7,225.0,0.3664209754532831,9,422.0,0.20318681926694357,4,56.0,0.7156946670293198,6,80.0,0.13806644349418715,15,290.0,0.15571830398735167,21,408.0,0.09288474915270156,123,3881.0
825.0,110,767.0,1.839328537170264,4.827382304206657,8,508.0,0.2444858595400825,2,107.0,0.3117392696265807,1,99.0,0.5573749298415931,2,12.0,0.7147215494685881,24,746.0,0.06416704911362707,8,635.0,0.1293898904162454,1,10.0,0.42114638806065674,2,10.0,0.6154564794250154,2,75.0,0.5093911556378897,4,27.0,0.44267736446560124,12,273.0,0.28507418142867996,7,458.0,0.1697400745487866,2,40.0,0.26696121999485634,7,86.0,0.30734305076249885,13,249.0,0.1673404309633492,15,427.0,0.36485455027333874,110,3762.0
830.0,120,731.0,1.76144578313253,4.922096871445623,6,390.0,0.2546097189907065,8,118.0,0.4033251046640336,2,84.0,0.4863017740891773,6,27.0,0.4107011262019281,26,752.0,0.025328094449672506,3,616.0,0.18817705634974283,3,21.0,0.6334848401587264,7,34.0,0.25556265633330905,1,30.0,0.38608220983822494,0,21.0,0.741148838417726,18,352.0,0.15741619496913767,8,404.0,0.2655179280999744,6,32.0,0.1979946629842878,2,49.0,0.589101401575537,15,197.0,0.1846305661204579,9,346.0,0.35626506889598086,120,3473.0
835.0,120,632.0,1.4976303317535544,4.654995577050983,3,334.0,0.27704075813643875,12,171.0,0.325225843148574,6,108.0,0.39421393552588097,6,40.0,0.20907230236874486,23,681.0,0.07096022274912947,7,638.0,0.21389070727375745,5,40.0,0.40321394371695973,7,54.0,0.1025416435056869,4,38.0,0.3098699283280017,2,10.0,0.7696510486828125,15,359.0,0.10864204218386454,5,294.0,0.41567907003769133,5,49.0,0.3515126148620387,2,37.0,0.394426080613649,9,223.0,0.24580866957530068,9,226.0,0.15801246212647443,120,3302.0
840.0,114,689.0,1.6763990267639903,4.893963872552786,6,354.0,0.2493522131034828,17,244.0,0.16435141746440873,7,105.0,0.3270014862982232,7,48.0,0.4417851338573559,15,604.0,0.2231506537222468,7,583.0,0.1644033898651444,10,89.0,0.333012604329789,3,51.0,0.456578619495738,9,67.0,0.2602187837750745,3,19.0,0.488917527811922,8,270.0,0.32241924923819304,1,267.0,0.4558859687455742,4,44.0,0.6078478000267568,6,55.0,0.13034005909470364,7,214.0,0.22882010196894137,4,255.0,0.2572293673216157,114,3269.0
845.0,98,538.0,1.315403422982885,4.766073116483901,9,317.0,0.24614235521416078,15,259.0,0.20408094594053328,3,56.0,0.40845875588212716,8,77.0,0.509827943774396,7,629.0,0.36585585793978426,2,394.0,0.2867156214414181,6,98.0,0.34659032413309143,2,39.0,0.5295368743794726,4,62.0,0.2927775273034586,0,15.0,0.48789381976114526,5,285.0,0.3682165137575864,7,292.0,0.22579204834479097,4,46.0,0.3496242670094095,6,73.0,0.13106770907466903,12,261.0,0.17070449843606644,8,266.0,0.367686563752832,98,3169.0
850.0,100,505.0,1.211031175059952,5.203494959368844,7,179.0,0.26207714923224557,7,206.0,0.37679184584684877,2,47.0,0.3181130453976987,2,76.0,0.3628949721056485,8,657.0,0.31743181389919556,2,410.0,0.29376521891502816,6,74.0,0.3820159643674602,6,52.0,0.5420123197130372,3,40.0,0.5944012870461628,0,4.0,0.8359786739864611,9,313.0,0.2190226570739086,14,346.0,0.06512582513214803,4,39.0,0.20958345775354667,1,51.0,0.5758926187288931,15,277.0,0.19029412982706628,14,319.0,0.28132098870562633,100,3090.0
855.0,112,631.0,1.5023809523809524,4.828486081896292,2,154.0,0.28356101813684964,5,131.0,0.3217590896896496,6,77.0,0.1206949546707833,5,42.0,0.18827425560796912,15,720.0,0.20016634932661587,8,439.0,0.2683495133150781,3,71.0,0.3979247932341082,1,46.0,0.4460808039662585,1,20.0,0.6782368215593365,0,4.0,0.9390393451828397,15,381.0,0.09776950560518959,19,431.0,0.0016841072503855933,6,41.0,0.09959352230332696,1,43.0,0.5380359222597518,10,249.0,0.25450422773976894,15,325.0,0.27138744935945863,112,3174.0
860.0,144,983.0,2.3021077283372366,4.491099755723696,6,166.0,0.291168015379406,2,124.0,0.33792237606013026,13,130.0,0.40371362170605335,1,23.0,0.3744528378046871,22,817.0,0.08985309689350365,9,395.0,0.11384266884337185,7,73.0,0.28687238391496567,6,25.0,0.2575579552144866,4,21.0,0.509638665361997,0,0.0,0.7109253822637716,22,482.0,0.2153359614849999,22,540.0,0.021029323934448542,3,33.0,0.4919683948053619,7,64.0,0.30807576367614337,9,272.0,0.1929226287434069,11,263.0,0.13551099209354306,144,3428.0
865.0,152,1174.0,2.7819905213270144,4.271471597085213,8,143.0,0.2657535218487773,8,132.0,0.29768744711363804,7,141.0,0.42388841009037814,5,28.0,0.37865868636110694,22,828.0,0.19166391734882512,9,250.0,0.09866289407696795,11,126.0,0.3161979640097087,3,35.0,0.36718093543877833,3,24.0,0.31708046752036445,2,11.0,0.47459912321232234,19,492.0,0.24654061117226675,22,656.0,0.1870978063501993,4,45.0,0.6063179434055078,8,77.0,0.10168470793566621,12,325.0,0.12136809860577928,9,316.0,0.10705987931944513,152,3629.0
870.0,137,1168.0,2.8557457212713935,4.854335404407623,6,90.0,0.2576530896190351,15,192.0,0.3347312271584626,6,104.0,0.4068390868854079,2,34.0,0.48805651617185647,19,733.0,0.21145014503846657,5,161.0,0.4270755842593053,11,181.0,0.36467446768244255,6,40.0,0.4173435675307324,2,16.0,0.3864453419189881,0,4.0,0.7719262762242977,14,410.0,0.16175241610409544,16,636.0,0.371257766358124,4,65.0,0.4085120943017104,5,68.0,0.1915206658959205,15,393.0,0.09087068860975206,11,336.0,0.15251054179546578,137,3463.0
875.0,109,813.0,1.9781021897810218,4.367927710062356,4,80.0,0.29662311513740225,12,207.0,0.26163097455578455,2,91.0,0.22889003223170792,5,24.0,0.4809401808292231,17,549.0,0.147613845143711,1,116.0,0.45065871513007366,14,251.0,0.1229777178318317,0,37.0,0.16315358909636193,3,21.0,0.35147282058096313,0,2.0,0.8860355934701697,6,392.0,0.20231358479529288,10,488.0,0.2886524590595554,2,42.0,0.5265151197775486,3,75.0,0.4052336538101433,15,412.0,0.10865455252470052,15,391.0,0.05364406096355558,109,3178.0
